SKU_ID,Group_Name,Member_Name,Album_Version,Card_Title,Image_URL,US_Market_Price,JP_Market_Price,eBay_Aff_Link,Yahoo_Aff_Link,Condition_Grade,Last_Updated,Album_Cover_URL
PE-TUN-11586,TUNEXX,Kim Inhu ,Standard,TUNEXX Kim Inhu  Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=TUNEXX+Kim Inhu +photocard,https://auctions.yahoo.co.jp/search/search?p=TUNEXX+Kim Inhu +photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/f38e3d81-341e-4828-8a18-1f34d3ce4cb5/front-250
PE-SF9-11587,SF9,Kim Inseong,Standard,SF9 Kim Inseong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=SF9+Kim Inseong+photocard,https://auctions.yahoo.co.jp/search/search?p=SF9+Kim Inseong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/02cc224c-5d47-4164-a7d7-904ab6f2138a/front-250
PE-1NB-11588,1NB,Kim Ja-yeon,Standard,1NB Kim Ja-yeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=1NB+Kim Ja-yeon+photocard,https://auctions.yahoo.co.jp/search/search?p=1NB+Kim Ja-yeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/37b3c702-1fb8-424d-8e18-a66d3e3f5ae8/front-250
PE-OME-11589,Omega X,Kim Jae Han,Standard,Omega X Kim Jae Han Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Omega X+Kim Jae Han+photocard,https://auctions.yahoo.co.jp/search/search?p=Omega X+Kim Jae Han+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/20bdd1eb-50f5-4ea1-aa43-f24eb8b093eb/front-250
PE-DPN-11590,DPNS,Kim Jae Heung,Standard,DPNS Kim Jae Heung Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=DPNS+Kim Jae Heung+photocard,https://auctions.yahoo.co.jp/search/search?p=DPNS+Kim Jae Heung+photocard,Ungraded,2026-08-09,
PE-U-K-11591,U-KISS,Kim Jae Seop,Standard,U-KISS Kim Jae Seop Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=U-KISS+Kim Jae Seop+photocard,https://auctions.yahoo.co.jp/search/search?p=U-KISS+Kim Jae Seop+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/04ce79a6-3589-4404-81ff-b4e16ecfc058/front-250
PE-HAL-11592,Halo,Kim Jae Yong,Standard,Halo Kim Jae Yong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Halo+Kim Jae Yong+photocard,https://auctions.yahoo.co.jp/search/search?p=Halo+Kim Jae Yong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/9cf08bf9-1948-4087-abe1-783210ea1fae/front-250
PE-SEC-11593,SECHSKIES,Kim Jae-duck,Standard,SECHSKIES Kim Jae-duck Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=SECHSKIES+Kim Jae-duck+photocard,https://auctions.yahoo.co.jp/search/search?p=SECHSKIES+Kim Jae-duck+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/7a279df0-1419-4482-ac6d-d45f462af47a/front-250
PE-WAN-11594,Wanna One,Kim Jae-hwan,Standard,Wanna One Kim Jae-hwan Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Wanna One+Kim Jae-hwan+photocard,https://auctions.yahoo.co.jp/search/search?p=Wanna One+Kim Jae-hwan+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/cdfa125b-bdb6-4d38-890c-38efa7f072b7/front-250
PE-WHI-11595,WHIB,Kim Jae-hyeon,Standard,WHIB Kim Jae-hyeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=WHIB+Kim Jae-hyeon+photocard,https://auctions.yahoo.co.jp/search/search?p=WHIB+Kim Jae-hyeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/c525b922-2257-43a7-aac7-6d92a564d9f2/front-250
PE-N.F-11596,N.Flying,Kim Jae-hyun,Standard,N.Flying Kim Jae-hyun Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=N.Flying+Kim Jae-hyun+photocard,https://auctions.yahoo.co.jp/search/search?p=N.Flying+Kim Jae-hyun+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/cc2d9e6d-a91b-43ee-b709-3eaa591184b0/front-250
PE-KIM-11597,Kim Jae-joong,Kim Jae-joong,Standard,Kim Jae-joong Kim Jae-joong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Kim Jae-joong+Kim Jae-joong+photocard,https://auctions.yahoo.co.jp/search/search?p=Kim Jae-joong+Kim Jae-joong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/b78b09bf-fed0-4d36-9e51-f5b03fc8794c/front-250
PE-RAI-11598,Rainbow,Kim Jae-kyung,Standard,Rainbow Kim Jae-kyung Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Rainbow+Kim Jae-kyung+photocard,https://auctions.yahoo.co.jp/search/search?p=Rainbow+Kim Jae-kyung+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/cb23309f-81d6-37ed-83b6-f8a0133c12ee/front-250
PE-HIS-11599,HISTORY,Kim Jaeho,Standard,HISTORY Kim Jaeho Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=HISTORY+Kim Jaeho+photocard,https://auctions.yahoo.co.jp/search/search?p=HISTORY+Kim Jaeho+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/326344ce-9068-352c-8862-68c72130ac85/front-250
PE-NIN-11600,NINE.i,Kim Jaehyun,Standard,NINE.i Kim Jaehyun Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=NINE.i+Kim Jaehyun+photocard,https://auctions.yahoo.co.jp/search/search?p=NINE.i+Kim Jaehyun+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/9cd65c1b-22e6-4256-a665-4078b6d2cbd0/front-250
PE-BE.-11601,Be.A,Kim Jaeoh,Standard,Be.A Kim Jaeoh Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Be.A+Kim Jaeoh+photocard,https://auctions.yahoo.co.jp/search/search?p=Be.A+Kim Jaeoh+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/950fc286-ca9c-4e52-80cb-e6d6069b4f96/front-250
PE-BAD-11602,BADKIZ,Kim Jain,Standard,BADKIZ Kim Jain Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BADKIZ+Kim Jain+photocard,https://auctions.yahoo.co.jp/search/search?p=BADKIZ+Kim Jain+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/a23615d3-5ad0-4cf2-92b7-b9e1e8aecda3/front-250
PE-SUN-11603,Sunny Hill,Kim Jang Hyun,Standard,Sunny Hill Kim Jang Hyun Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Sunny Hill+Kim Jang Hyun+photocard,https://auctions.yahoo.co.jp/search/search?p=Sunny Hill+Kim Jang Hyun+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/db813909-0517-3f5e-831d-497554d5dad6/front-250
PE-TO1-11604,TO1,Kim Je You,Standard,TO1 Kim Je You Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=TO1+Kim Je You+photocard,https://auctions.yahoo.co.jp/search/search?p=TO1+Kim Je You+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/1e8a3f4b-0136-4f0b-9514-3ca910fcaf07/front-250
PE-BLA-11605,BLACKPINK,Kim Jennie,Standard,BLACKPINK Kim Jennie Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BLACKPINK+Kim Jennie+photocard,https://auctions.yahoo.co.jp/search/search?p=BLACKPINK+Kim Jennie+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/5021ee69-a944-4b31-966c-73d8918a47f3/front-250
PE-24K-11606,24K+,Kim Jeong Uk,Standard,24K+ Kim Jeong Uk Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=24K++Kim Jeong Uk+photocard,https://auctions.yahoo.co.jp/search/search?p=24K++Kim Jeong Uk+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/54461e8c-3ff0-3eb2-a663-4bc7f1888ca5/front-250
PE-JIA-11607,Jiae,Kim Ji Ae,Standard,Jiae Kim Ji Ae Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Jiae+Kim Ji Ae+photocard,https://auctions.yahoo.co.jp/search/search?p=Jiae+Kim Ji Ae+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/9686950c-8583-4e77-80ab-76c37877da2e/front-250
PE-HAW-11608,HAWW,Kim Ji Min,Standard,HAWW Kim Ji Min Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=HAWW+Kim Ji Min+photocard,https://auctions.yahoo.co.jp/search/search?p=HAWW+Kim Ji Min+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/c3705ae7-f347-4e5c-a316-579027c9cca5/front-250
PE-IRR-11609,IRRIS,Kim Ji Won,Standard,IRRIS Kim Ji Won Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=IRRIS+Kim Ji Won+photocard,https://auctions.yahoo.co.jp/search/search?p=IRRIS+Kim Ji Won+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/1e7b4176-536f-4c94-bd78-92ed1675e3f0/front-250
PE-ARR-11610,ARrC,Kim Ji Woo,Standard,ARrC Kim Ji Woo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=ARrC+Kim Ji Woo+photocard,https://auctions.yahoo.co.jp/search/search?p=ARrC+Kim Ji Woo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/09ad94dc-df41-4bf8-b910-4d5cf90a8797/front-250
PE-WJS-11611,WJSN,Kim Ji Yeon,Standard,WJSN Kim Ji Yeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=WJSN+Kim Ji Yeon+photocard,https://auctions.yahoo.co.jp/search/search?p=WJSN+Kim Ji Yeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/767231be-35d9-42d8-883e-a36d1b116484/front-250
PE-AEN-11612,AEN,Kim Ji Yong,Standard,AEN Kim Ji Yong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=AEN+Kim Ji Yong+photocard,https://auctions.yahoo.co.jp/search/search?p=AEN+Kim Ji Yong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/3328061f-df52-49dc-8771-3e5085225cce/front-250
PE-GOL-11613,Golden Child,Kim Ji-beom,Standard,Golden Child Kim Ji-beom Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Golden Child+Kim Ji-beom+photocard,https://auctions.yahoo.co.jp/search/search?p=Golden Child+Kim Ji-beom+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/ff970c88-9820-49d7-b602-e4635f43c744/front-250
PE-ALL-11614,ALL(H)OURS,Kim Ji-hwan,Standard,ALL(H)OURS Kim Ji-hwan Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=ALL(H)OURS+Kim Ji-hwan+photocard,https://auctions.yahoo.co.jp/search/search?p=ALL(H)OURS+Kim Ji-hwan+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/c555fb21-d518-461b-8fdf-00fed53f258c/front-250
PE-GIR-11615,GIRLKIND,Kim Ji-kang,Standard,GIRLKIND Kim Ji-kang Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=GIRLKIND+Kim Ji-kang+photocard,https://auctions.yahoo.co.jp/search/search?p=GIRLKIND+Kim Ji-kang+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/c1d72ee8-a278-4793-a568-43ebf748a972/front-250
PE-BLA-11616,BLACKPINK,Kim Ji-soo,Standard,BLACKPINK Kim Ji-soo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BLACKPINK+Kim Ji-soo+photocard,https://auctions.yahoo.co.jp/search/search?p=BLACKPINK+Kim Ji-soo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/5021ee69-a944-4b31-966c-73d8918a47f3/front-250
PE-RAI-11617,Rainbow,Kim Ji-sook,Standard,Rainbow Kim Ji-sook Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Rainbow+Kim Ji-sook+photocard,https://auctions.yahoo.co.jp/search/search?p=Rainbow+Kim Ji-sook+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/cb23309f-81d6-37ed-83b6-f8a0133c12ee/front-250
PE-NMI-11618,NMIXX,Kim Ji-woo,Standard,NMIXX Kim Ji-woo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=NMIXX+Kim Ji-woo+photocard,https://auctions.yahoo.co.jp/search/search?p=NMIXX+Kim Ji-woo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/400cbcda-48db-45bf-b7ea-537e41658f8e/front-250
PE-LOO-11619,LOONA,Kim Ji-Woo,Standard,LOONA Kim Ji-Woo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=LOONA+Kim Ji-Woo+photocard,https://auctions.yahoo.co.jp/search/search?p=LOONA+Kim Ji-Woo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/4470d915-183b-4222-95cb-c523ef646406/front-250
PE-BEW-11620,BEWAVE,Kim Ji-yeon,Standard,BEWAVE Kim Ji-yeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BEWAVE+Kim Ji-yeon+photocard,https://auctions.yahoo.co.jp/search/search?p=BEWAVE+Kim Ji-yeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/430cc0d7-0e02-40c2-9b28-0ed64d0261e4/front-250
PE-ZE:-11621,ZE:A,Kim Ji-Yeop,Standard,ZE:A Kim Ji-Yeop Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=ZE:A+Kim Ji-Yeop+photocard,https://auctions.yahoo.co.jp/search/search?p=ZE:A+Kim Ji-Yeop+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/df381425-c0e9-40d0-8ba6-6529669911e5/front-250
PE-RAN-11622,RaNia,Kim Ji-yoo,Standard,RaNia Kim Ji-yoo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=RaNia+Kim Ji-yoo+photocard,https://auctions.yahoo.co.jp/search/search?p=RaNia+Kim Ji-yoo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/2c6ca1da-5aec-428c-8b3d-0e5f55b0adc6/front-250
PE-WA$-11623,WA$$UP,Kim Jiae,Standard,WA$$UP Kim Jiae Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=WA$$UP+Kim Jiae+photocard,https://auctions.yahoo.co.jp/search/search?p=WA$$UP+Kim Jiae+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/752c2264-64d4-413c-90b5-7fa2b2a4ec4a/front-250
PE-KNK-11624,KNK,Kim Jihun,Standard,KNK Kim Jihun Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=KNK+Kim Jihun+photocard,https://auctions.yahoo.co.jp/search/search?p=KNK+Kim Jihun+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/ffc4bf0b-a4f3-4185-9860-a6cb8b6c5e09/front-250
PE-BXB-11625,BXB,Kim Jihun,Standard,BXB Kim Jihun Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BXB+Kim Jihun+photocard,https://auctions.yahoo.co.jp/search/search?p=BXB+Kim Jihun+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/1c927057-9c24-4cc4-911f-2a135dbe828d/front-250
PE-S.I-11626,S.I.S,Kim Jihye,Standard,S.I.S Kim Jihye Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=S.I.S+Kim Jihye+photocard,https://auctions.yahoo.co.jp/search/search?p=S.I.S+Kim Jihye+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/34518754-aaa2-417d-bcf4-db6c35b03493/front-250
PE-DRE-11627,DreamNote,Kim Jihyeon,Standard,DreamNote Kim Jihyeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=DreamNote+Kim Jihyeon+photocard,https://auctions.yahoo.co.jp/search/search?p=DreamNote+Kim Jihyeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/6e8ca7e1-f864-4cc8-9354-e19528c3eadd/front-250
PE-WEE-11628,Weeekly,Kim Jimin,Standard,Weeekly Kim Jimin Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Weeekly+Kim Jimin+photocard,https://auctions.yahoo.co.jp/search/search?p=Weeekly+Kim Jimin+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/2f4034b4-21d9-4ddb-a7e6-4b1344249357/front-250
PE-MAJ-11629,MAJORS,Kim Jimin,Standard,MAJORS Kim Jimin Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=MAJORS+Kim Jimin+photocard,https://auctions.yahoo.co.jp/search/search?p=MAJORS+Kim Jimin+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/ad60e990-43dc-4002-8bf4-82f84b51943c/front-250
PE-TRI-11630,TRI.BE,Kim Jin Ha,Standard,TRI.BE Kim Jin Ha Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=TRI.BE+Kim Jin Ha+photocard,https://auctions.yahoo.co.jp/search/search?p=TRI.BE+Kim Jin Ha+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/a28b8474-3078-4f9f-85f8-fd6e0e3d56d5/front-250
PE-GLA-11631,GLAM,Kim Jin Hee,Standard,GLAM Kim Jin Hee Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=GLAM+Kim Jin Hee+photocard,https://auctions.yahoo.co.jp/search/search?p=GLAM+Kim Jin Hee+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/d1005402-b39e-4d56-9247-91976f114afe/front-250
PE-OVE-11632,Overclass,Kim Jin Tae,Standard,Overclass Kim Jin Tae Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Overclass+Kim Jin Tae+photocard,https://auctions.yahoo.co.jp/search/search?p=Overclass+Kim Jin Tae+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/50888be2-d3fe-43f2-9513-0a733e138242/front-250
PE-WIL-11633,WILD WILD,Kim Jin Woo,Standard,WILD WILD Kim Jin Woo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=WILD WILD+Kim Jin Woo+photocard,https://auctions.yahoo.co.jp/search/search?p=WILD WILD+Kim Jin Woo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/92e75e24-1184-40b3-a8e9-1c6bf0ba035c/front-250
PE-UP1-11634,UP10TION,Kim Jin Wook,Standard,UP10TION Kim Jin Wook Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=UP10TION+Kim Jin Wook+photocard,https://auctions.yahoo.co.jp/search/search?p=UP10TION+Kim Jin Wook+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/db4f0701-87ee-4f42-89b4-8169f130f1bd/front-250
PE-FIE-11635,FIESTAR,Kim Jin-hee,Standard,FIESTAR Kim Jin-hee Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=FIESTAR+Kim Jin-hee+photocard,https://auctions.yahoo.co.jp/search/search?p=FIESTAR+Kim Jin-hee+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/6b1e389a-f902-48f2-a06d-f06b595b7de5/front-250
PE-ANT-11636,ANTARES,Kim Jin-ho,Standard,ANTARES Kim Jin-ho Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=ANTARES+Kim Jin-ho+photocard,https://auctions.yahoo.co.jp/search/search?p=ANTARES+Kim Jin-ho+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/0d78487b-8d18-37a7-aa3f-5e0502884550/front-250
PE-24K-11637,24K+,Kim Jin-hong,Standard,24K+ Kim Jin-hong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=24K++Kim Jin-hong+photocard,https://auctions.yahoo.co.jp/search/search?p=24K++Kim Jin-hong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/54461e8c-3ff0-3eb2-a663-4bc7f1888ca5/front-250
PE-RE:-11638,RE:GUYS,Kim Jin-hyeon,Standard,RE:GUYS Kim Jin-hyeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=RE:GUYS+Kim Jin-hyeon+photocard,https://auctions.yahoo.co.jp/search/search?p=RE:GUYS+Kim Jin-hyeon+photocard,Ungraded,2026-08-09,
PE-WIN-11639,WINNER,Kim Jin-woo,Standard,WINNER Kim Jin-woo Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=WINNER+Kim Jin-woo+photocard,https://auctions.yahoo.co.jp/search/search?p=WINNER+Kim Jin-woo+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/a680b699-066c-4556-b5cf-956ad0dee6e6/front-250
PE-BUS-11640,BUS,Kim Jin-wook,Standard,BUS Kim Jin-wook Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=BUS+Kim Jin-wook+photocard,https://auctions.yahoo.co.jp/search/search?p=BUS+Kim Jin-wook+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/d08162f6-96ad-3bc3-861a-2d89b81181e9/front-250
PE-F.C-11641,F.CUZ,Kim Jinchul,Standard,F.CUZ Kim Jinchul Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=F.CUZ+Kim Jinchul+photocard,https://auctions.yahoo.co.jp/search/search?p=F.CUZ+Kim Jinchul+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/9c097e86-5d9b-453f-afed-93bd520d3f6a/front-250
PE-IKO-11642,iKON,Kim Jinhwan,Standard,iKON Kim Jinhwan Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=iKON+Kim Jinhwan+photocard,https://auctions.yahoo.co.jp/search/search?p=iKON+Kim Jinhwan+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/e150c97f-b583-3906-ab20-bf655b4df381/front-250
PE-XLO-11643,XLOV,Kim Jinhyung,Standard,XLOV Kim Jinhyung Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=XLOV+Kim Jinhyung+photocard,https://auctions.yahoo.co.jp/search/search?p=XLOV+Kim Jinhyung+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/01b29180-b871-4122-bf4c-1758800d6333/front-250
PE-NEW-11644,Newkidd,Kim Jinkwon,Standard,Newkidd Kim Jinkwon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Newkidd+Kim Jinkwon+photocard,https://auctions.yahoo.co.jp/search/search?p=Newkidd+Kim Jinkwon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/f5005628-f2a9-4800-9cac-5722029ae58d/front-250
PE-X-5-11645,X-5,Kim Jinwan,Standard,X-5 Kim Jinwan Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=X-5+Kim Jinwan+photocard,https://auctions.yahoo.co.jp/search/search?p=X-5+Kim Jinwan+photocard,Ungraded,2026-08-09,
PE-S.I-11646,S.I.S,Kim Jion,Standard,S.I.S Kim Jion Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=S.I.S+Kim Jion+photocard,https://auctions.yahoo.co.jp/search/search?p=S.I.S+Kim Jion+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/34518754-aaa2-417d-bcf4-db6c35b03493/front-250
PE-BIG-11647,Big Ocean,Kim Jiseok,Standard,Big Ocean Kim Jiseok Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Big Ocean+Kim Jiseok+photocard,https://auctions.yahoo.co.jp/search/search?p=Big Ocean+Kim Jiseok+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/aeb82a96-db1d-4dcd-b2e5-141fb0d8e84b/front-250
PE-TAN-11648,TAN,Kim Jiseong,Standard,TAN Kim Jiseong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=TAN+Kim Jiseong+photocard,https://auctions.yahoo.co.jp/search/search?p=TAN+Kim Jiseong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/a0935c44-f3f9-4d0a-a6da-7e353c742b6f/front-250
PE-TRC-11649,TRCNG,Kim Jisung,Standard,TRCNG Kim Jisung Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=TRCNG+Kim Jisung+photocard,https://auctions.yahoo.co.jp/search/search?p=TRCNG+Kim Jisung+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/73486dbb-61fb-497b-99b2-810d6b53b4b0/front-250
PE-IKO-11650,iKON,Kim Jiwon,Standard,iKON Kim Jiwon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=iKON+Kim Jiwon+photocard,https://auctions.yahoo.co.jp/search/search?p=iKON+Kim Jiwon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/e150c97f-b583-3906-ab20-bf655b4df381/front-250
PE-NOM-11651,NOMAD,Kim Jiwon,Standard,NOMAD Kim Jiwon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=NOMAD+Kim Jiwon+photocard,https://auctions.yahoo.co.jp/search/search?p=NOMAD+Kim Jiwon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/ac7d95f3-d72b-3557-af53-0f30b8c8fbf9/front-250
PE-LAT-11652,Latency,Kim Jiwon,Standard,Latency Kim Jiwon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Latency+Kim Jiwon+photocard,https://auctions.yahoo.co.jp/search/search?p=Latency+Kim Jiwon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/5aeeaa73-3508-4964-a22c-34912cd9f0cd/front-250
PE-ZER-11653,ZEROBASEONE,Kim Jiwoong,Standard,ZEROBASEONE Kim Jiwoong Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=ZEROBASEONE+Kim Jiwoong+photocard,https://auctions.yahoo.co.jp/search/search?p=ZEROBASEONE+Kim Jiwoong+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/20862311-c206-439d-b3b2-d726a9984293/front-250
PE-LOV-11654,Lovelyz,Kim Jiyeon,Standard,Lovelyz Kim Jiyeon Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=Lovelyz+Kim Jiyeon+photocard,https://auctions.yahoo.co.jp/search/search?p=Lovelyz+Kim Jiyeon+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/8deca795-279d-4897-880d-459e6e4191e5/front-250
PE-SHE-11655,She'z,Kim Jiyoung,Standard,She'z Kim Jiyoung Official Photocard,,0.00,0,https://www.ebay.com/sch/i.html?_nkw=She'z+Kim Jiyoung+photocard,https://auctions.yahoo.co.jp/search/search?p=She'z+Kim Jiyoung+photocard,Ungraded,2026-08-09,https://coverartarchive.org/release-group/0bdb6055-03ee-4e00-9f39-4090a7d54945/front-250
